Publication Type,AU,BA,Book Editors,GP,Author Full Names,Book Author Full Names,CA,Article Title,Source Title,SE,BS,LA,DT,CT,CY,CL,Conference Sponsor,HO,DE,Keywords Plus,AB,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,FX,CR,NR,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,PU,PI,PA,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,PD,Publication Year,VL,IS,PN,SU,SI,MA,Start Page,End Page,AR,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,SC,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID)
J,"Goncalves, TNR; Gomes, EX; Alves, MG; Azevedo, NR",,,,"Goncalves, Teresa N. R.; Gomes, Elisabete Xavier; Alves, Mariana Gaio; Azevedo, Nair Rios",,,Theory and Texts of Educational Policy: Possibilities and Constraints,STUDIES IN PHILOSOPHY AND EDUCATION,,,,Article,,,,,,Lifelong learning; Educational theory; European Union; Policy texts,COMPLEXITY,"In our paper we aim at reflecting upon the extent to which educational theory may be used as a framework in the analysis of policy documents. As policy texts are 'heteroglossic in character' (Lingard and Ozga, in The Routledge Falmer reader in education policy and politics, Routledge, London and New York, 2007, p. 2) and create circumstances in which the range of options available in deciding what to do are narrowed or changed (Ball in, Education policy and social class: The selected works of Stephen J Ball, Routledge, London and New York, 2006, p. 46), they need to be theoretically tackled in their underlying assumptions and implications. This proposal draws on an analysis of two sets of documents of the European Union: texts produced between 2000 and 2006, underlying the European Union programmes; and texts produced by a working group focusing on the key competences of Lifelong Learning (2003-2006). Initially, the framework for the analysis of different documents was grounded on the existing research in the field of educational policy. Now we attempt a secondary analysis of the collected data by transposing the borders of this particular and highly prolific field. We argue that what is outside the texts may reshape what is inside the texts. Educational theory allows us to define some conceptual tools in order to question the documents as political apparatus which open and constrain possibilities. Therefore, we will use educational theory as an arena where different matters, perspectives and possibilities may be explored and assembled. We have engaged in a conversation with both the data and some theoretical approaches. Central to this conversation are the concepts of ignorant schoolmaster (Ranciere, in The ignorant schoolmaster five lessons in intellectual emancipation, Stanford University Press, Stanford, 1991), learning contexts (Edwards, in Rethinking contexts for learning and teaching, Routledge, Oxon and New York, 2009a, b), and experience (Larrosa, in Revista Brasileira de Educacao, 19:20-28, 2002).",,,,,,,,,,,27,2,2,,,,,,,,,,,MAY,2012,31.0,3,,,SI,,275,288,,10.1007/s11217-012-9294-7,,,,Education & Educational Research; Philosophy,,,,,,,,2022-06-07,WOS:000305246300007
J,"Sanchez-Carracedo, F; Romero-Portillo, D; Carbonell, BS; Moreno-Pino, FM",,,,"Sanchez-Carracedo, Fermin; Romero-Portillo, Daniel; Sureda Carbonell, Barbara; Manuel Moreno-Pino, Francisco",,,Education for sustainable development in Spanish higher education: an assessment of sustainability competencies in engineering and education degrees,INTERNATIONAL JOURNAL OF SUSTAINABILITY IN HIGHER EDUCATION,,,,Article,,,,,,Higher education for sustainable development; Education for sustainability; Sustainability competencies; Sustainability learning; Sustainability in education degrees,KEY COMPETENCES; UNIVERSITIES,"Purpose This paper aims to present a methodology for analysing the extent to which students of a university degree perceive that they have received a good education for sustainable development (ESD). The methodology enables us to quantify this perception, which, in turn, allows us to determine: to what extent the objectives related to ESD are achieved in the degree, and to compare the learning in ESD perceived by students of different degrees. The methodology is applied to nine engineering degrees and nine education degrees in the Spanish university system. Design/methodology/approach ESD is analysed from the students' learning perception. This perception is measured by comparing the responses of first- and fourth-year students to a questionnaire about their sustainability competencies. Two indicators have been designed to analyse the results. The first indicator, learning increase, measures the declared learning difference between fourth- and first-year students. The second indicator, learning percentage, measure the amount of learning as reported by fourth-year students compared to how much they could have learned. Findings The results show that the average learning percentage perceived by students is higher in engineering degrees (33%) than in education degrees (27%), despite the fact that the average learning increase declared by students at the end of their studies in both areas of knowledge is similar (66%). Engineering students report having achieved higher learning than education students in all sustainability competencies, with the exception of ethics. Originality/value This paper analyses ESD from the student's perspective. Furthermore, to the knowledge of the authors, this is the first study that compares the perception of ESD between engineering and education students. This comparison allows us to determine the different approaches that university Professors take to ESD according to the discipline they teach.",,,,,,,,,,,48,1,1,,,,,,,,,,,APR 26,2022,23.0,4,,,,,940,959,,10.1108/IJSHE-02-2021-0060,,OCT 2021,,Green & Sustainable Science & Technology; Education & Educational Research,,,,,,,,2022-06-07,WOS:000705654800001
J,"Androsova, NM; Kinakh, NV; Demchenko, YM; Antoshchuk, S; Kindei, LG",,,,"Androsova, Natalia Mykolayivna; Kinakh, Nelia Volodumurivna; Demchenko, Yulia Mykolayivna; Antoshchuk, Svitlana; Kindei, Lesia Grigorivna",,,The lapbook as an innovative way to organize learning activities in elementary schools,REVISTA TEMPOS E ESPACOS EDUCACAO,,,,Article,,,,,,Innovative method; Integration; Key competencies; Lapbooking; STEM-education,,"The article analyzes the views of scientists on the use of lapbooking in elementary schools. It is found that the methodology of lapbooking allows you to unlock the potential of each student in the process of creating individual or more often collective work. In particular, the lapbook forms key skills and abilities, which are required by the educational vector of the New Ukrainian School. In addition, it takes into account cross-curricular learning and social competencies, which help each individual to become successful and adapt in society. The article proves that the use of Lapbooks is reasonable not only when studying a single topic, but also as a complex, systemic type of work, as close to the project and research activities as possible. It was found out that the introduction of lapbooking at different stages of studying subjects is effective, as it covers different types of activity: pair and group work; search methods and work with information (ability to work with sources, generalize and systematize, draw conclusions, formulate own statements concisely and informatively). It is noted that the technique of lapbooking can be applied as early as preschool age with a gradual complication of high school. Consequently, the general essence of lapbooking is systematized with the help of integrative diagrams and charts. It is determined that the educational industry must be flexible to timely respond to changes in society and provide the professional market with specialists, successful and active citizens who are able not only to adapt, but also to realize themselves. The innovativeness of the lapbooking method is that it combines different areas of activity simultaneously: informational, research, design, communicative, creative, technological, aesthetic. The results of the study allow us to recommend lapbooking as the main method of work in elementary school (when studying any topic or academic subject).",,,,,,,,,,,17,0,0,,,,,,,,,,,,2021,14.0,33,,,,,,,16698,10.20952/revtee.v14i33.16698,,,,Education & Educational Research,,,,,,,,2022-06-07,WOS:000722554700001
J,"D'Souza, C; McCormack, S; Taghian, M; Chu, MT; Sullivan-Mort, G; Ahmed, T",,,,"D'Souza, Clare; McCormack, Silvia; Taghian, Mehdi; Chu, Mei-Tai; Sullivan-Mort, Gillian; Ahmed, Tanvir",,,Influence of sustainability scholarship on competencies - an empirical evidence,EDUCATION AND TRAINING,,,,Article,,,,,,Competencies; Core business competencies; Sustainable competencies; Non-technical competencies; Sustainability scholarship; Professional ethical responsibility,HIGHER-EDUCATION; KEY COMPETENCES; FUTURE; SKILLS; CAPABILITIES; SCIENCE,"Purpose - Curricula is developing from a pure knowledge-based outcome to a more skill-based outcome, with the objective of creating and advancing competencies that meet employer expectations. While the new Sustainable Development Goals (SDGs) demand organisations to change practices and adapt to sustainable goals, there is a lack of understanding in how competencies can enhance these goals. The purpose of this paper is twofold: Study 1 explores competencies related to sustainability required in a work force and examines employer perceptions on the existing literature for competencies. Study 2 empirically tests the influence of sustainability scholarship on non-technical competencies in the work force. Design/methodology/approach - A mixed method approach was undertaken. A sample of managers from 39 large Australian organisations participated in the scoping study. This was followed by further interviewing executives from 12 multinational corporations in China to assess the validity of competencies and provide deeper understanding of the issues at hand. The quantitative study analysed a sample of executive responses from 229 multinationals in China using factor and regression analysis to test for the effects of mediation. Findings - The research highlights that the underlying competencies regarding sustainability influences the bigger picture within firms for attaining sustainability. The affective and cognitive growth of sustainability scholarship is governed mainly by a firm's sustainable values. Core organisational values facilitate the development of non-technical competencies. These relationships and their cumulative effect on competencies provide a theoretical framework for acquiring sustainability within organisations. Employees need sustainability scholarship for enhancing sustainability. Sustainability scholarship reflects high-level learning obtained through universities or training. The research found that non-technical competencies such as professional ethical responsibility mediate between core business competencies and sustainability scholarship. Originality/value - By exploring employer's perception of competencies, the study first makes an important contribution in addressing the need to support SDGs by bridging organisational-level competencies and sustainability literacy, which hold significant benefits for practitioners, academia and organisations at large. Second, the theoretical findings strengthen the need for embedding competencies in the curriculum. It conveys the need for sustainability literacy/scholarship to align with organisational training and learning pedagogies, in order to effectively meet industry needs. Third, it provides useful insights on employers' estimation about workplace competencies and broadens our understanding on the contribution that competencies within organisations make to this end.",,,,,,,,,,,61,1,1,,,,,,,,,,,,2019,61.0,3,,,,,310,325,,10.1108/ET-08-2018-0184,,,,Education & Educational Research,,,,,,,,2022-06-07,WOS:000489720700002
J,"Fatton, M; Schneiter, A; Allisiardi, M; Haenni, L; Hauser, G; Goncalves-Fernandes, Y; Pessina, A; Pijnenburg, ML; Vaudroz, C; Bshary, A; Bindschedler, S; Junier, P",,,,"Fatton, Mathilda; Schneiter, Arthur; Allisiardi, Miriam; Haenni, Lola; Hauser, Gilles; Goncalves-Fernandes, Yazalde; Pessina, Alice; Pijnenburg, Marie-Lou; Vaudroz, Clement; Bshary, Andrea; Bindschedler, Saskia; Junier, Pilar",,,Microbes Go to School: Using Microbiology and Service-Learning to Increase Science Awareness and Fostering the Relationship Between Universities and the General Public,FRONTIERS IN EDUCATION,,,,Article,,,,,,microbiology; service-learning; lay communication; antibiotic resistance; human microbiome; games,,"Microbiology is an essential element of our everyday lives. This is not only the consequence of the importance of some pathogenic microorganisms, but also due to their positive and important role in processes related to human health, food production or waste recycling, to cite a few. However, the relevance of microbiology for the well-being of humankind and the planet still needs to reach beyond academic circles. Many current matters of urgency, such as environmental pollution or climate change, could partly be tackled by using green and sustainable solutions derived from microbial biotechnologies. Nevertheless, the wider public still attributes a negative connotation to microbes such as fungi and bacteria. The aim of this study was to implement service-learning as a pedagogical approach to increase scientific and microbiology literacy in society. Service-learning is a teaching and learning strategy that integrates community service and civic responsibility, fostering the dissemination of scientific knowledge. This approach is used to communicate about pressing societal issues surrounding microbes (antibiotic resistance, natural resources recycling, human microbiota, and food production among others) to an audience of pupils attending public schools. The activity of service-learning is proposed in the final year of the biology bachelor curriculum. Its purpose is to allow university students to develop and practice their lay communication skills as a key competence to be acquired during their university education. In the activity, the students developed their own concept and material for the activity and delivered it to pupils at primary and secondary school levels (pupils aged 6-15 years old). The message is also expected to be disseminated beyond the participants, when the students and pupils share their experience with family and friends. With this pedagogical approach, we intend to raise awareness regarding about the importance of microbiology and its dual roles as harmful and beneficial for humans. We also wish to increase the connection between primary, secondary and tertiary educational institutions. Finally, we want to highlight the importance of having a new generation of communication savvy professionals in biology.",,,,,,,,,,,14,1,1,,,,,,,,,,,SEP 20,2021,6.0,,,,,,,,735297,10.3389/feduc.2021.735297,,,,Education & Educational Research,,,,,,,,2022-06-07,WOS:000703039200001
J,"Cebrian, G; Pascual, D; Moraleda, A",,,,"Cebrian, Gisela; Pascual, David; Moraleda, Alvaro",,,Perception of sustainability competencies amongst Spanish preservice secondary school teachers,INTERNATIONAL JOURNAL OF SUSTAINABILITY IN HIGHER EDUCATION,,,,Article,,,,,,Teacher education; Assessment; Competencies; Teacher education; Sustainability; Evaluation; Higher education,HIGHER-EDUCATION; LEARNING OUTCOMES; KEY COMPETENCES; UNIVERSITY; STUDENTS; ATTITUDES; PROGRAMS; QUESTION; DESIGN,"Purpose - This paper aims to present the results from a questionnaire distributed to a group of Spanish postgraduate teacher students pursuing a Master's Degree in Secondary School Education. The aims of the administered questionnaire were to identify students' perceptions of the development of sustainability competencies; to analyse the relationship between students' perceived level of competence and the subject area, previous teaching experience and previous participation in sustainability projects; and to explore the strengths and limitations of the assessment tool used. Design/methodology/approach - An ad hoc questionnaire of 18 items was designed to analyse students' self-conception of the development of four sustainability competencies. A set of six units of competence were identified and three levels of acquisition for each unit Knowledge (referred to conceptual learning), Knowhow (related to practical skills) and Do (linked to the demonstration in action and its transferability to real-life situations). The sample included 183 postgraduate secondary teacher students from different disciplines and subject areas. Findings - The findings of this study show that students positioned themselves for the four sustainability competencies in a medium level of competence. No statistical significant differences exist between the subject areas and the level of sustainability competence. A statistically significant difference was found between previous teaching experience and participation in sustainability projects in relation to their perceived level of sustainability competencies. Participation in sustainability projects is clearly shown as a differentiating factor in the levels of sustainability competencies. Originality/value - An empirical study has been conducted to investigate preservice teachers' perceptions on the self-development of four sustainability competencies, considering three levels of acquisition (Know, Knowhow and Do). This study provides insights into ESD teaching and learning approaches and the assessment of Education for Sustainable Development outcomes. It also points out the importance of conceptualising sustainability competencies and operationalising these competencies in assessment tools that can help measure sustainability competencies' development.",,,,,,,,,,,65,13,13,,,,,,,,,,,,2019,20.0,7,,,SI,,1171,1190,,10.1108/IJSHE-10-2018-0168,,,,Green & Sustainable Science & Technology; Education & Educational Research,,,,,,,,2022-06-07,WOS:000508378900005
J,"Natsis, A; Papadopoulos, PM; Obwegeser, N",,,,"Natsis, Antonis; Papadopoulos, Pantelis M.; Obwegeser, Nikolaus",,,"RESEARCH INTEGRATION IN INFORMATION SYSTEMS EDUCATION: STUDENTS' PERCEPTIONS ON LEARNING STRATEGIES, SKILL DEVELOPMENT, AND PERFORMANCE",JOURNAL OF INFORMATION TECHNOLOGY EDUCATION-RESEARCH,,,,Article,,,,,,research-teaching nexus; learning strategies; student perception; learning outcomes; academic performance,RESEARCH-TEACHING NEXUS; SELF-REGULATION; MOTIVATED STRATEGIES; SHARED REGULATION; INQUIRY; METAANALYSIS; CONCEPTIONS; DIRECTIONS; AWARENESS; EFFICACY,"Aim/Purpose This study aimed to explore whether students' self-reported use of various learning strategies affected their perceptions on different course activities as well as their perceived performance in terms of both cognitive learning outcomes and general skills. Background In a highly active learning environment that incorporates research into teaching, the effective use of various learning strategies is considered of high importance for the successful engagement of students. Yet, this line of research has mainly focused on individual learning. Shifting from individual to collaborative learning settings, the current study investigated whether students' use of self-regulated learning, peer learning, and help seeking strategies influenced their perceptions on both the group activities and the respective outcomes. Methodology At the beginning of the course, 81 first semester postgraduate students self-reported the level of use of self-regulated learning, peer learning, and help seeking strategies by filling in the respective subscales of the Motivated Strategies for Learning Questionnaire (MSLQ). Then, groups of 3 or 4 students were formed and instructed to create several learning artifacts of different types and conduct a peer-tutoring session, based on a topic assigned to them by the teacher. Additionally, the same groups conducted a research project of their own choice within course topics. Students' final grade served as an indicator of their academic performance. At the end of the semester, students filled in a questionnaire eliciting their perceptions on the process and the outputs of the course activities. Finally, through statistical analysis of students' responses to the questionnaires, the influence of learning strategies on students' perceptions and their academic performance was examined. Contribution Our findings contribute to the literature regarding the research-teaching nexus in higher education settings. More specifically, the study shows how students' self-reported use of learning strategies affects students' perceptions on the activities they were engaged in, their achievement of cognitive learning outcomes, and their skills development in a research-integrated course design. Findings Students perceived differently the value of producing and studying learning artifacts. Students who scored higher in the self-regulated learning and peer learning subscales of MSLQ perceived their role as more active in the preparation of the presentation for the peer-tutoring session, which was the artifact that required higher level of interaction among the group members. Students' final grades were influenced partially by their self-reported use of different learning strategies. Recommendations for Practitioners Integrating research into teaching through the assignment of research-related tasks to students can promote students' acquisition of domain knowledge and research skills. The merits of this approach can be further strengthened by having students working in groups and providing the outputs of their involvement in the research-related activities as learning material for their peers. Furthermore, students' individual characteristics (e.g., use of learning strategies and preferences should be taken into account when designing course activities). Recommendations for Researchers Researchers should continue to explore the way that various learning strategies influence different aspects of the learning process, especially in the achievement of cognitive learning outcomes and the development of general skills. Impact on Society Creating learning environments that foster students' active engagement with the course material and peer collaboration should be a vital goal of higher education institutes as it can improve students' performance and promote the necessary skills for self-directed and autonomous learning, a key competence in the modern workplace. Future Research In this study, both cognitive learning outcomes and general skills were assessed by students' final grade. In a future study, distinguishing these different types of learning outcomes would allow us to examine in more detail the impact of students' learning strategies and course activities on the accomplishment of cognitive learning outcomes and general skills.",,,,,,,,,,,60,6,6,,,,,,,,,,,,2018,17.0,,,,,,345,363,,10.28945/4120,,,,Education & Educational Research,,,,,,,,2022-06-07,WOS:000447125200001
J,"Backhouse, S; Chiavaroli, NG; Schmid, KL; McKenzie, T; Cochrane, AL; Phillips, G; Jalbert, I",,,,"Backhouse, S.; Chiavaroli, N. G.; Schmid, K. L.; McKenzie, T.; Cochrane, A. L.; Phillips, G.; Jalbert, I.",,,Assessing professional competence in optometry - a review of the development and validity of the written component of the competency in optometry examination (COE),BMC MEDICAL EDUCATION,,,,Review,,,,,,Competence; Examination; Optometry; Rasch analysis,,"BackgroundCredentialing assessment for overseas-educated optometrists seeking registration in Australia and New Zealand is administered by the Optometry Council of Australia and New Zealand. The aim was to review the validation and outcomes of the written components of this exam to demonstrate credentialing meets entry-level competency standards.MethodsThe Competency in Optometry Examination consists of two written and two clinical parts. Part 1 of the written exam comprises multiple choice questions (MCQ) covering basic and clinical science, while Part 2 has 18 short answer questions (SAQ) examining diagnosis and management. Candidates must pass both written components to progress to the clinical exam. Validity was evaluated using Kane's framework for scoring (marking criteria, item analysis), generalization (blueprint), extrapolation (standard setting), and implications (outcome, including pass rates). A competency-based blueprint, the Optometry Australia Entry-level Competency Standards for Optometry 2014, guided question selection with the number of items weighted towards key competencies. A standard setting exercise, last conducted in 2017, was used to determine the minimum standard for both written exams. Item response theory (Rasch) was used to analyse exams, produce reliability metrics, apply consistent standards to the results, calibrate difficulty across exams, and score candidates.ResultsData is reported on 12 administrations of the written examination since 2014. Of the 193 candidates who sat the exam over the study period, 133 (68.9%) passed and moved on to the practical component. Ninety-one (47.2%) passed both the MCQ and SAQ exams on their first attempt. The MCQ exam has displayed consistently high reliability (reliability index range 0.71 to 0.93, average 0.88) across all 12 administrations. Prior to September 2017 the SAQ had a set cutscore of 50%, and the difficulty of the exam was variable. Since the introduction of Rasch analysis to calibrate difficulty across exams, the reliability and power of the SAQ exam has been consistently high (separation index range 0.82 to 0.93, average 0.86).ConclusionsThe findings from collective evidence support the validity of the written components (MCQ and SAQ) of the credentialing of the competency of overseas-educated optometrists in Australia and New Zealand.",,,,,,,,,,,31,0,0,,,,,,,,,,,JAN 6,2021,21.0,1,,,,,,,11,10.1186/s12909-020-02417-6,,,,"Education & Educational Research; Education, Scientific Disciplines",,,,,,,,2022-06-07,WOS:000610086300005
J,"Czeskleba, A; Holzhausen, Y; Peters, H",,,,"Czeskleba, Anja; Holzhausen, Ylva; Peters, Harm",,,Clinical reasoning for acute dyspnoea: comparison between final-year medical students from discipline- and competency-based undergraduate programmes,BMC MEDICAL EDUCATION,,,,Article,,,,,,Clinical reasoning; Final-year clerkship students; Discipline-based medical education; Competency-based medical education,EDUCATION; PERFORMANCE; CLERKSHIP; OUTCOMES; RATINGS,"Clinical reasoning for acute dyspnoea: Comparison of final-year medical students from discipline- and competency-based undergraduate programmes. Background The global shift to competency-based medical education aims to improve the performance of its trainees, including in the key competency domain of clinical reasoning. However, research on whether such education actually improves clinical reasoning is sparse. The purpose of this study is to compare assessed clinical reasoning performance in digitally presented cases of acute dyspnoea between final-year medical students from a traditional, discipline-based and those from an integrated, competency-based undergraduate programme. Methods A total of 60 medical students in their final-year clerkships participated in the study; 30 were from a discipline-based programme, and 30 were from a competency-based programme of the same faculty. The students completed a knowledge test consisting of 22 single choice items and a computer-based test of clinical reasoning with six video-based case scenarios with different underlying diseases leading to dyspnoea. The operationalized measures of clinical reasoning were the number and relevance of the diagnostic tests chosen, time to diagnosis and diagnostic accuracy. Results The two groups did not differ in their knowledge of the acute dyspnoea content domain. With regard to clinical reasoning, the selection of relevant tests, time required to make a diagnosis and accuracy of the diagnosis varied across the six case scenarios in both groups. However, the results from the measures of the clinical reasoning process did not differ between the students from the two types of undergraduate medical programmes. No significant differences were found with regard to the selection of relevant diagnostic tests (M = 63.8% vs. M = 62.8%), the time to a diagnosis (M = 128.7 s vs. M = 136.4 s) or the accuracy of diagnosis (M = 82.2% vs. M = 77.0%). Conclusions Key indicators of the clinical reasoning process, when assessed with objectively measured parameters, did not differ between final-year medical students from a traditional, discipline-based and those from an integrated, competency-based undergraduate programme in the domain of acute dyspnoea. The results substantiate and expand those of previous studies based on subjective assessor ratings that showed limited change in the clinical reasoning performance of medical students with competency-based undergraduate education.",,,,,,,,,,,27,0,0,,,,,,,,,,,MAY 19,2020,20.0,1,,,,,,,161,10.1186/s12909-020-02055-y,,,,"Education & Educational Research; Education, Scientific Disciplines",,,,,,,,2022-06-07,WOS:000536674200005
J,"Nikolic, V; Vukic, T; Maletaski, T; Andevski, M",,,,"Nikolic, Vesna; Vukic, Tamara; Maletaski, Tatjana; Andevski, Milica",,,Students' attitudes towards sustainable development in Serbia,INTERNATIONAL JOURNAL OF SUSTAINABILITY IN HIGHER EDUCATION,,,,Article,,,,,,Sustainable development; Students; Higher education; Attitudes,HIGHER-EDUCATION; ENVIRONMENTAL ATTITUDES; KEY COMPETENCES,"Purpose The purpose of this paper is to examine university students' attitudes towards the concept of sustainable development and towards the need for the implementation of education for sustainable development into the higher education system. To that end, the paper explores in a process-oriented focus which drivers and barriers are experienced as being the most important ones and how they relate to one another. Design/methodology/approach The study is based on the questionnaire for the evaluation of attitudes towards the concept of sustainable development. This instrument consists of 9 batteries with 83 items presented in the form of the five-point Likert scale. The questionnaire evaluated different aspects of respondents' attitudes towards the concept of sustainable development, but students' attitudes in relation to the items from the following subscales will be presented for this paper: understanding the concept of sustainable development, position of sustainable development in the system of higher education, sources of information about sustainable development and entities responsible for sustainable development. The study sample consisted of students from the University of Novi Sad, specifically from the faculties with accredited programs in the field of humanities and technological sciences. Findings In general, students recognized the main determinants of sustainable development and they support an integral approach to sustainability, i.e. the need to include the knowledge, values and skills for sustainable development in the higher education programs. In addition, they identified a number of obstacles and the uncertainties of overcoming them. In this regard, the students did not recognize the responsibility of the higher education institutions as the key responsibility or their own responsibility in relation to sustainable development, which can be related to their feeling of marginalization and the doubt that their behaviour and decisions can influence the development of the local society, as well as the development of the society as a whole. On the other hand, the respondents acknowledged the role, the importance and the responsibility of the mass media in the process of developing the attitudes towards and opinions about the problems related to environmental protection and sustainable development. Practical implications The results of the study indicate the students' attitudes towards sustainable development, thus making the directions for higher education reform clearer and in line with the present needs for sustainable development in Serbia. The obtained results can serve as a recommendation to the governing structures, i.e. to the relevant ministries of education and environmental protection, as well as to the universities in terms of which direction their process of planning and creating paths of sustainability should take. This is particularly important in the case of the Republic of Serbia, which is currently in the process of joining the European Union and responding to the requirements set by the process of negotiation for Chapter 27 in terms of improving the strategic framework and plans for the education for sustainable development and building the capacities in response to climate change. On the other hand, linking the results of this research with the results of similar studies around the world contributes to the further enrichment of the scientific knowledge base in this field and confirms the need for stronger and united efforts on the path to a sustainable future. It is a fact that, regardless of the national, economic, socio-political and cultural context, there is a global lack of success in shaping a humane and sustainable relationship between man and nature. Therefore, the results of this research should be considered as an invitation for new research initiatives regarding the ways to support the positive attitudes of students towards the concept of sustainable development and to facilitate their further development in the educational process, as well as in other academic domains. Originality/value This research is inspired by the fact that, in the Balkan countries, education for sustainable development has not been extensively discussed within the scientific discourse on higher education for sustainable development. This is one of the first papers to provide data about students' attitudes towards the concept of sustainable development and the need for its implementation in the higher education system in Serbia. The value of the paper lies in its potential to help understand the role that different drivers and barriers play in higher education for sustainable development.",,,,,,,,,,,43,7,7,,,,,,,,,,,,2020,21.0,4,,,,,733,755,,10.1108/IJSHE-11-2019-0336,,MAY 2020,,Green & Sustainable Science & Technology; Education & Educational Research,,,,,,,,2022-06-07,WOS:000531843500001
J,"Wesselink, R; Dekker-Groen, AM; Biemans, HJA; Mulder, M",,,,"Wesselink, Renate; Dekker-Groen, Agaath M.; Biemans, Harm J. A.; Mulder, Martin",,,Using an instrument to analyse competence-based study programmes: experiences of teachers in Dutch vocational education and training,JOURNAL OF CURRICULUM STUDIES,,,,Article,,,,,,agricultural education; competence-based education; curriculum development; curriculum evaluation; vocational education,,"Competence-based education is becoming increasingly popular. Competencies are used more and more as the starting point for designing curricula and instructional methods, especially in vocational education and training, to realize authentic and self-steering study programmes. Despite its popularity in both research and educational settings, there is no shared understanding of what competence-based education should look like. Earlier work developed a model for competence-based education that outlines eight features that are important for competence-based education. This paper presents a study designed to determine the extent to which the model for competence-based education can be understood and perceived as useful by teachers in vocational education and training in the Netherlands. The study included 12 teams of teachers in the process of designing or re-designing their study programmes to be more competence-based. Teachers reported that the instrument helped them understand the state of affairs of their study programmes, and empowered them to make decisions about the extent to which they want to make these programmes more competence-based.",,,,,,,,,,,30,36,37,,,,,,,,,,,,2010,42.0,6,,,,,813,829,PII 927194362,10.1080/00220271003759249,,,,Education & Educational Research,,,,,,,,2022-06-07,WOS:000285148800005
J,"Wesselink, R; de Jong, C; Biemans, HJA",,,,"Wesselink, Renate; de Jong, Cees; Biemans, Harm J. A.",,,Aspects of Competence-Based Education as Footholds to Improve the Connectivity Between Learning in School and in the Workplace,VOCATIONS AND LEARNING,,,,Article,,,,,,Competence-based education; Workplace learning; Connectivity; Life sciences,VET,"Recent developments in competence-based education have motivated institutions of vocational education and training (VET) to improve the links or connectivity between learning in school and learning in the workplace, which has been a problem for decades. In previous research, a theoretical framework describing the underlying aspects of competence-based education was developed. In this study, three aspects of this framework were used to analyse connectivity between learning in school and learning in the workplace. These aspects were: i) authenticity, ii) selfresponsibility, and iii) the role of the teacher as expert and coach. Three stakeholder groups (i.e., students, teachers, and workplace training supervisors) involved in secondary VET programs in the field of life sciences in the Netherlands were questioned on these aspects. Based on their interviews, it is concluded that these aspects provide information about the process of connectivity. Because stakeholder groups hold different conceptions of workplace learning and often do not communicate adequately about mutual responsibilities, the implementation of these aspects of competence-based education has not significantly improved the connectivity situation. Nevertheless, these aspects of competence-based education can guide stakeholder groups in making clearer agreements about mutual responsibilities, which may improve connectivity in the future.",,,,,,,,,,,42,47,47,,,,,,,,,,,APR,2010,3.0,1,,,,,19,38,,10.1007/s12186-009-9027-4,,,,Education & Educational Research,,,,,,,,2022-06-07,WOS:000282987900002
J,"Edwards, R",,,,"Edwards, Richard",,,Competence-based education and the limitations of critique,International Journal of Training Research,,,,Article,,,,,,Foucault; Latour; competence-based education; critique; ocational education,POLITICS,"Drawing upon the work of Foucault and Latour, this article reflects on 25 years of critique of competence-based education and its continuing strength as a way of framing education and training. Using an example from England, it rehearses the argument from Foucault that, despite its student-centred discourse, competence-based education can be positioned as one of the disciplining techniques in modern societies. However, beyond the research community, such critiques have had little impact. The article seeks to explore this by drawing upon Latour's argument that conventional forms of critique have run out of steam. This indicates the need for new forms of educational critique as a means of having impact on policy and practice. The article is theoretically driven and exploratory.",,,,,,,,,,,17,3,3,,,,,,,,,,,,2016,14.0,3,,,,,244,255,,10.1080/14480220.2016.1254366,,,,Education & Educational Research,,,,,,,,2022-06-07,WOS:000392877000006
J,"HAYENGA, ES; ISAACSON, HB",,,,"HAYENGA, ES; ISAACSON, HB",,,COMPETENCE-BASED EDUCATION FOR ADULT LEARNERS,NEW DIRECTIONS FOR COMMUNITY COLLEGES,,,,Article,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,1980,,29,,,,,39,46,,,,,,Education & Educational Research,,,,,,,,2022-06-07,WOS:A1980JL98600006
J,"DUNN, WR; HAMILTON, DD",,,,"DUNN, WR; HAMILTON, DD",,,COMPETENCE-BASED EDUCATION AND DISTANCE LEARNING - A TANDEM FOR PROFESSIONAL CONTINUING-EDUCATION,STUDIES IN HIGHER EDUCATION,,,,Article,,,,,,,,,,,,,,,,,,,35,5,5,,,,,,,,,,,,1985,10.0,3,,,,,277,287,,,,,,Education & Educational Research,,,,,,,,2022-06-07,WOS:A1985ATN3900004
